ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	COGNACY	COGID	SEGMENTS	ALIGNMENT
1427	tosit	to sit	Bulu	Bulu		rɨː	r ɨː				15103	r ɨː	r ɨː
1527	tosit	to sit	Kojo_Rojo	Kojo Rojo		ʤao	dʒ ao				15101	ʤ ao	ʤ ao
1625	tosit	to sit	Rawa	Rawa		tuŋ	t u ŋ				15102	t u ŋ	t u ŋ - - - -
1724	tosit	to sit	Saria	Saria		tuŋ	t u ŋ				15102	t u ŋ	t u ŋ - - - -
1824	tosit	to sit	Chayangtajo	Chayangtajo		tuŋ	t u ŋ				15102	t u ŋ	t u ŋ - - - -
1924	tosit	to sit	Lasumpatte	Lasumpatte		tuŋ	t u ŋ				15102	t u ŋ	t u ŋ - - - -
78	tosleep	to sleep	Duhumbi	Duhumbi		min	m i n				15502	m i n	m - i - - n - - - -
178	tosleep	to sleep	Khispi	Khispi		min	m i n				15502	m i n	m - i - - n - - - -
278	tosleep	to sleep	Rupa	Rupa		ʥiŋ	dʑ i ŋ				15501	ʥ i ŋ	ʥ i ŋ
378	tosleep	to sleep	Shergaon	Shergaon		ʥin	dʑ i n				15501	ʥ i n	ʥ i n
479	tosleep	to sleep	Rahung	Rahung		ʥiŋ	dʑ i ŋ				15501	ʥ i ŋ	ʥ i ŋ
582	tosleep	to sleep	Khoitam	Khoitam		ʥiŋ	dʑ i ŋ				15501	ʥ i ŋ	ʥ i ŋ
683	tosleep	to sleep	Jerigaon	Jerigaon		ʥiŋ	dʑ i ŋ				15501	ʥ i ŋ	ʥ i ŋ
782	tosleep	to sleep	Khoina	Khoina		ʣiŋ	dz i ŋ				15501	ʣ i ŋ	ʣ i ŋ
883	tosleep	to sleep	Dikhyang	Dikhyang		mjɛn	m j ɛ n				15502	m j ɛ n	m j ɛ - - n - - - -
973	tosleep	to sleep	Singchung	Singchung		mijen-ma-ge	m i j e n + m a + g e				15502	m i j e n m a g e	m - i j e n m a g e
1062	tosleep	to sleep	Wangho	Wangho		mijen	m i j e n				15502	m i j e n	m - i j e n - - - -
1153	tosleep	to sleep	Bichom	Bichom		mijan-pʰa	m i j a n + pʰ a				15502	m i j a n pʰ a	m - i j a n pʰ a - -
1242	tosleep	to sleep	Kaspi	Kaspi		men	m e n				15502	m e n	m - e - - n - - - -
1331	tosleep	to sleep	Namphri	Namphri		men-pʰa	m e n + pʰ a				15502	m e n pʰ a	m - e - - n pʰ a - -
1429	tosleep	to sleep	Bulu	Bulu		rəm	r ə m				15503	r ə m	r ə m
1529	tosleep	to sleep	Kojo_Rojo	Kojo Rojo		rəm	r ə m				15503	r ə m	r ə m
1627	tosleep	to sleep	Rawa	Rawa		rəp	r ə p				15503	r ə p	r ə p
1726	tosleep	to sleep	Saria	Saria		rəʔ	r ə ʔ				15503	r ə ʔ	r ə ʔ
1826	tosleep	to sleep	Chayangtajo	Chayangtajo		rəm	r ə m				15503	r ə m	r ə m
1926	tosleep	to sleep	Lasumpatte	Lasumpatte		rəm	r ə m				15503	r ə m	r ə m
87	totake	to take	Duhumbi	Duhumbi		tʰɔn	tʰ ɔ n				17301	tʰ ɔ n	tʰ ɔ - n -
187	totake	to take	Khispi	Khispi		tʰɔn	tʰ ɔ n				17301	tʰ ɔ n	tʰ ɔ - n -
287	totake	to take	Rupa	Rupa		tʰøː	tʰ øː				17301	tʰ øː	tʰ øː - - -
387	totake	to take	Shergaon	Shergaon		tʰɛː	tʰ ɛː				17301	tʰ ɛː	tʰ ɛː - - -
488	totake	to take	Rahung	Rahung		tʰɛn	tʰ ɛ n				17301	tʰ ɛ n	tʰ ɛ - n -
591	totake	to take	Khoitam	Khoitam		tʰĩː	tʰ ĩː				17301	tʰ ĩː	tʰ ĩː - - -
692	totake	to take	Jerigaon	Jerigaon		tʰøː(n)	tʰ øː				17301	tʰ øː ( n )	tʰ øː ( n )
791	totake	to take	Khoina	Khoina		tʰøː	tʰ øː				17301	tʰ øː	tʰ øː - - -
892	totake	to take	Dikhyang	Dikhyang		rijə	r i j ə				17302	r i j ə	- - r i j ə - - - -
982	totake	to take	Singchung	Singchung		tʰa-rija-ma-ge	tʰ a + r i j a + m a + g e				17302	tʰ a r i j a m a g e	tʰ a r i j a m a g e
1071	totake	to take	Wangho	Wangho		ɹije	ɹ i j e				17302	ɹ i j e	- - ɹ i j e - - - -
1162	totake	to take	Bichom	Bichom		ɹeⁱ-pʰa	ɹ eⁱ/e + pʰ a				17302	ɹ eⁱ pʰ a	- - ɹ eⁱ pʰ a - - - -
1251	totake	to take	Kaspi	Kaspi		je-pʰa	j e + pʰ a				17302	j e pʰ a	- - j e pʰ a - - - -
1340	totake	to take	Namphri	Namphri		lije	l i j e				17302	l i j e	- - l i j e - - - -
1438	totake	to take	Bulu	Bulu		leː	l eː				17302	l eː	- - l eː - - - - - -
1538	totake	to take	Kojo_Rojo	Kojo Rojo		lei	l ei				17302	l ei	- - l ei - - - - - -
1636	totake	to take	Rawa	Rawa		lei	l ei				17302	l ei	- - l ei - - - - - -
1735	totake	to take	Saria	Saria		rei	r ei				17302	r ei	- - r ei - - - - - -
1835	totake	to take	Chayangtajo	Chayangtajo		rei	r ei				17302	r ei	- - r ei - - - - - -
1935	totake	to take	Lasumpatte	Lasumpatte		rei	r ei				17302	r ei	- - r ei - - - - - -
90	tongue	tongue	Duhumbi	Duhumbi		lɔj	l ɔ j				17901	l ɔ j	- l ɔ j -
190	tongue	tongue	Khispi	Khispi		luj	l u j				17901	l u j	- l u j -
290	tongue	tongue	Rupa	Rupa		laː-pʰɔ̃	l aː + pʰ ɔ̃				17901	l aː pʰ ɔ̃	- l aː pʰ ɔ̃
390	tongue	tongue	Shergaon	Shergaon		laː	l aː				17901	l aː	- l aː - -
491	tongue	tongue	Rahung	Rahung		lɛː	l ɛː				17901	l ɛː	- l ɛː - -
594	tongue	tongue	Khoitam	Khoitam		lɛː	l ɛː				17901	l ɛː	- l ɛː - -
695	tongue	tongue	Jerigaon	Jerigaon		lɛː	l ɛː				17901	l ɛː	- l ɛː - -
794	tongue	tongue	Khoina	Khoina		laː	l aː				17901	l aː	- l aː - -
894	tongue	tongue	Dikhyang	Dikhyang		ryi	r yi				17901	r yi	- r yi - -
984	tongue	tongue	Singchung	Singchung		iri	i r i				17901	i r i	i r i - -
1073	tongue	tongue	Wangho	Wangho		ri	r i				17901	r i	- r i - -
1164	tongue	tongue	Bichom	Bichom		ri	r i				17901	r i	- r i - -
1253	tongue	tongue	Kaspi	Kaspi		ri	r i				17901	r i	- r i - -
1342	tongue	tongue	Namphri	Namphri		ri	r i				17901	r i	- r i - -
1441	tongue	tongue	Bulu	Bulu		a-lyi	a + l yi				17901	a l yi	a l yi - -
1541	tongue	tongue	Kojo_Rojo	Kojo Rojo		jui	j ui				17901	j ui	- j ui - -
1639	tongue	tongue	Rawa	Rawa		lue	l ue				17901	l ue	- l ue - -
1738	tongue	tongue	Saria	Saria		lue	l ue				17901	l ue	- l ue - -
1838	tongue	tongue	Chayangtajo	Chayangtajo		a-rue	a + r ue				17901	a r ue	a r ue - -
1938	tongue	tongue	Lasumpatte	Lasumpatte		a-rue	a + r ue				17901	a r ue	a r ue - -
91	tooth	tooth	Duhumbi	Duhumbi		hin-tuŋ	h i n + t u ŋ				18101	h i n t u ŋ	h i n t u ŋ
191	tooth	tooth	Khispi	Khispi		ɕin-tuŋ	ɕ i n + t u ŋ				18101	ɕ i n t u ŋ	ɕ i n t u ŋ
291	tooth	tooth	Rupa	Rupa		tɔkʨʰeː	t ɔ k tɕʰ eː				18102	t ɔ k ʨʰ eː	t ɔ k ʨʰ eː
391	tooth	tooth	Shergaon	Shergaon		nə-tʰuŋ	n ə + tʰ u ŋ				18101	n ə tʰ u ŋ	n ə - tʰ u ŋ
492	tooth	tooth	Rahung	Rahung		pʰ-tʰyŋ	pʰ + tʰ y ŋ				18101	pʰ tʰ y ŋ	pʰ - - tʰ y ŋ
595	tooth	tooth	Khoitam	Khoitam		nə-tʰyŋ	n ə + tʰ y ŋ				18101	n ə tʰ y ŋ	n ə - tʰ y ŋ
696	tooth	tooth	Jerigaon	Jerigaon		nə-tʰyŋ	n ə + tʰ y ŋ				18101	n ə tʰ y ŋ	n ə - tʰ y ŋ
795	tooth	tooth	Khoina	Khoina		ny-tʰyŋ	n y + tʰ y ŋ				18101	n y tʰ y ŋ	n y - tʰ y ŋ
895	tooth	tooth	Dikhyang	Dikhyang		ɕiɲɛn	ɕ i ɲ ɛ n				18103	ɕ i ɲ ɛ n	ɕ i ɲ ɛ n - -
985	tooth	tooth	Singchung	Singchung		ʃiniŋ	ʃ i n i ŋ				18103	ʃ i n i ŋ	ʃ i n i ŋ - -
1074	tooth	tooth	Wangho	Wangho		ʃinijat	ʃ i n i j a t				18103	ʃ i n i j a t	ʃ i n i j a t
1165	tooth	tooth	Bichom	Bichom		ʃinijat	ʃ i n i j a t				18103	ʃ i n i j a t	ʃ i n i j a t
1254	tooth	tooth	Kaspi	Kaspi		ʃiniŋ	ʃ i n i ŋ				18103	ʃ i n i ŋ	ʃ i n i ŋ - -
1343	tooth	tooth	Namphri	Namphri		ʃiniŋ	ʃ i n i ŋ				18103	ʃ i n i ŋ	ʃ i n i ŋ - -
1442	tooth	tooth	Bulu	Bulu		kə-tɔN	k ə + t ɔ N/ɴ				18101	k ə t ɔ N	k ə - t ɔ N
1542	tooth	tooth	Kojo_Rojo	Kojo Rojo		kə-tuaŋ	k ə + t ua ŋ				18101	k ə t ua ŋ	k ə - t ua ŋ
1640	tooth	tooth	Rawa	Rawa		tuaŋ	t ua ŋ				18101	t ua ŋ	- - - t ua ŋ
1739	tooth	tooth	Saria	Saria		tuaŋ	t ua ŋ				18101	t ua ŋ	- - - t ua ŋ
1839	tooth	tooth	Chayangtajo	Chayangtajo		kə-tuaŋ	k ə + t ua ŋ				18101	k ə t ua ŋ	k ə - t ua ŋ
1939	tooth	tooth	Lasumpatte	Lasumpatte		kə-tuaŋ	k ə + t ua ŋ				18101	k ə t ua ŋ	k ə - t ua ŋ
92	water	water	Duhumbi	Duhumbi		kʰow	kʰ o w				18301	kʰ o w	kʰ o w
192	water	water	Khispi	Khispi		kʰaw	kʰ a w				18301	kʰ a w	kʰ a w
292	water	water	Rupa	Rupa		kʰoː	kʰ oː				18301	kʰ oː	kʰ oː -
392	water	water	Shergaon	Shergaon		kʰoː	kʰ oː				18301	kʰ oː	kʰ oː -
493	water	water	Rahung	Rahung		kʰoː ~ kʰow	kʰ oː				18301	kʰoː ~ kʰow	kʰoː ~ kʰow
494	water	water	Rahung	Rahung		kʰoː ~ kʰow	kʰ o w				18301	kʰoː ~ kʰow	kʰoː ~ kʰow
596	water	water	Khoitam	Khoitam		kʰɔː ~ kʰoː	kʰ ɔː				18301	kʰɔː ~ kʰoː	kʰɔː ~ kʰoː
597	water	water	Khoitam	Khoitam		kʰɔː ~ kʰoː	kʰ oː				18301	kʰɔː ~ kʰoː	kʰɔː ~ kʰoː
697	water	water	Jerigaon	Jerigaon		kʰɔː	kʰ ɔː				18301	kʰ ɔː	kʰ ɔː -
796	water	water	Khoina	Khoina		kʰɔː	kʰ ɔː				18301	kʰ ɔː	kʰ ɔː -
896	water	water	Dikhyang	Dikhyang		kʰoː	kʰ oː				18301	kʰ oː	kʰ oː -
986	water	water	Singchung	Singchung		kʰo	kʰ o				18301	kʰ o	kʰ o -
1075	water	water	Wangho	Wangho		kʰoᵘ	kʰ oᵘ/o				18301	kʰ oᵘ	kʰ oᵘ -
1166	water	water	Bichom	Bichom		kʰoᵘ	kʰ oᵘ/o				18301	kʰ oᵘ	kʰ oᵘ -
1255	water	water	Kaspi	Kaspi		kʰoᵘ	kʰ oᵘ/o				18301	kʰ oᵘ	kʰ oᵘ -
1344	water	water	Namphri	Namphri		kʰoᵘ	kʰ oᵘ/o				18301	kʰ oᵘ	kʰ oᵘ -
1443	water	water	Bulu	Bulu		kʰɔː	kʰ ɔː				18301	kʰ ɔː	kʰ ɔː -
1543	water	water	Kojo_Rojo	Kojo Rojo		kua	k ua				18301	k ua	k ua -
1641	water	water	Rawa	Rawa		kua	k ua				18301	k ua	k ua -
1740	water	water	Saria	Saria		kua	k ua				18301	k ua	k ua -
1840	water	water	Chayangtajo	Chayangtajo		kua	k ua				18301	k ua	k ua -
1940	water	water	Lasumpatte	Lasumpatte		kua	k ua				18301	k ua	k ua -
93	what	what?	Duhumbi	Duhumbi		a-be	a + b e				18501	a b e	a b e
193	what	what?	Khispi	Khispi		a-be	a + b e				18501	a b e	a b e
293	what	what?	Rupa	Rupa		musi aː	m u s i + aː				18502	musi aː	musi aː - -
393	what	what?	Shergaon	Shergaon		mə-raː	m ə + r aː				18502	m ə r aː	m ə r aː
495	what	what?	Rahung	Rahung		pʰ-ʨʰɔ̃ː waː	pʰ + tɕʰ ɔ̃ː + w aː				18503	pʰ-ʨʰɔ̃ː waː	pʰ-ʨʰɔ̃ː waː
598	what	what?	Khoitam	Khoitam		a-ti jaː	a + t i + j aː				18504	a-ti jaː	a-ti - jaː
698	what	what?	Jerigaon	Jerigaon		mə-tiː ja	m ə + t iː + j a				18504	mə-tiː ja	- mə-tiː ja
797	what	what?	Khoina	Khoina		mə-tiː ja	m ə + t iː + j a				18504	mə-tiː ja	- mə-tiː ja
897	what	what?	Dikhyang	Dikhyang		ɲujaː	ɲ u j aː				18505	ɲ u j aː	ɲ u j aː - -
987	what	what?	Singchung	Singchung		niwka	n i w k a				18505	n i w k a	n i w - k a
1076	what	what?	Wangho	Wangho		niw	n i w				18505	n i w	n i w - - -
1167	what	what?	Bichom	Bichom		niw	n i w				18505	n i w	n i w - - -
1256	what	what?	Kaspi	Kaspi		nije	n i j e				18505	n i j e	n i j e - -
1345	what	what?	Namphri	Namphri		ɲijaga	ɲ i j a g a				18505	ɲ i j a g a	ɲ i j a g a
1444	what	what?	Bulu	Bulu		hɛː	h ɛː				18506	h ɛː	h ɛː
1544	what	what?	Kojo_Rojo	Kojo Rojo		hai	h ai				18506	h ai	h ai
1642	what	what?	Rawa	Rawa		hai	h ai				18506	h ai	h ai
1741	what	what?	Saria	Saria		hai	h ai				18506	h ai	h ai
1841	what	what?	Chayangtajo	Chayangtajo		hiː	h iː				18507	h iː	h iː
1941	what	what?	Lasumpatte	Lasumpatte		hiː	h iː				18507	h iː	h iː
94	white	white	Duhumbi	Duhumbi		jaŋ-kaɹ	j a ŋ + k a ɹ				18701	j a ŋ k a ɹ	j a ŋ k a ɹ
194	white	white	Khispi	Khispi		jaŋ-kal	j a ŋ + k a l				18701	j a ŋ k a l	j a ŋ k a l
294	white	white	Rupa	Rupa		a-zɔ̃ː	a + z ɔ̃ː				18702	a z ɔ̃ː	a z ɔ̃ː
394	white	white	Shergaon	Shergaon		a-zɔ̃ː	a + z ɔ̃ː				18702	a z ɔ̃ː	a z ɔ̃ː
496	white	white	Rahung	Rahung		a-zɔ̃ː	a + z ɔ̃ː				18702	a z ɔ̃ː	a z ɔ̃ː
599	white	white	Khoitam	Khoitam		a-zɔ̃ː	a + z ɔ̃ː				18702	a z ɔ̃ː	a z ɔ̃ː
699	white	white	Jerigaon	Jerigaon		a-zãː	a + z ãː				18702	a z ãː	a z ãː
798	white	white	Khoina	Khoina		a-zãː	a + z ãː				18702	a z ãː	a z ãː
898	white	white	Dikhyang	Dikhyang		ə-mau	ə + m au				18703	ə m au	ə m au -
988	white	white	Singchung	Singchung		e-moᵘ	e + m oᵘ/o				18703	e m oᵘ	e m oᵘ -
1077	white	white	Wangho	Wangho		e-moŋ	e + m o ŋ				18703	e m o ŋ	e m o ŋ
1168	white	white	Bichom	Bichom		e-moᵘ	e + m oᵘ/o				18703	e m oᵘ	e m oᵘ -
1257	white	white	Kaspi	Kaspi		mõᵘ	m õᵘ/õu				18703	m õᵘ	- m õᵘ -
1346	white	white	Namphri	Namphri		e-moŋ	e + m o ŋ				18703	e m o ŋ	e m o ŋ
1445	white	white	Bulu	Bulu		a-rjuN	a + r j u N/ɴ				18704	a r j u N	a r j u N
1545	white	white	Kojo_Rojo	Kojo Rojo		a-rjuŋ	a + r j u ŋ				18704	a r j u ŋ	a r j u ŋ
1643	white	white	Rawa	Rawa		a-rjuŋ	a + r j u ŋ				18704	a r j u ŋ	a r j u ŋ
1742	white	white	Saria	Saria		a-rjuŋ	a + r j u ŋ				18704	a r j u ŋ	a r j u ŋ
1842	white	white	Chayangtajo	Chayangtajo		a-rjuŋ	a + r j u ŋ				18704	a r j u ŋ	a r j u ŋ
1942	white	white	Lasumpatte	Lasumpatte		a-rjuŋ	a + r j u ŋ				18704	a r j u ŋ	a r j u ŋ
95	who	who?	Duhumbi	Duhumbi		mi	m i				18901	m i	m i
195	who	who?	Khispi	Khispi		mi	m i				18901	m i	m i
295	who	who?	Rupa	Rupa		ɲiː	ɲ iː				18901	ɲ iː	ɲ iː
395	who	who?	Shergaon	Shergaon		ɲiː	ɲ iː				18901	ɲ iː	ɲ iː
497	who	who?	Rahung	Rahung		miː	m iː				18901	m iː	m iː
600	who	who?	Khoitam	Khoitam		miː	m iː				18901	m iː	m iː
700	who	who?	Jerigaon	Jerigaon		niː	n iː				18901	n iː	n iː
799	who	who?	Khoina	Khoina		niː	n iː				18901	n iː	n iː
899	who	who?	Dikhyang	Dikhyang		ha-ɲu	h a + ɲ u				18902	h a ɲ u	h a ɲ u - -
989	who	who?	Singchung	Singchung		ha-niju	h a + n i j u				18902	h a n i j u	h a n i j u
1078	who	who?	Wangho	Wangho		ha-ŋuŋ	h a + ŋ u ŋ				18902	h a ŋ u ŋ	h a ŋ u ŋ -
1169	who	who?	Bichom	Bichom		ha-niju	h a + n i j u				18902	h a n i j u	h a n i j u
1258	who	who?	Kaspi	Kaspi		ha-niju	h a + n i j u				18902	h a n i j u	h a n i j u
1347	who	who?	Namphri	Namphri		ha-niju	h a + n i j u				18902	h a n i j u	h a n i j u
1446	who	who?	Bulu	Bulu		mii	m iː				18901	m ii	m ii
1546	who	who?	Kojo_Rojo	Kojo Rojo		hoː	h oː				18902	h oː	h oː - - - -
1644	who	who?	Rawa	Rawa		hoː	h oː				18902	h oː	h oː - - - -
1743	who	who?	Saria	Saria		haː	h aː				18902	h aː	h aː - - - -
1843	who	who?	Chayangtajo	Chayangtajo		haː	h aː				18902	h aː	h aː - - - -
1943	who	who?	Lasumpatte	Lasumpatte		haː	h aː				18902	h aː	h aː - - - -
96	wind	wind	Duhumbi	Duhumbi		nam-suŋ	n a m + s u ŋ				19101	n a m s u ŋ	n a m s u ŋ
196	wind	wind	Khispi	Khispi		nam-suŋ	n a m + s u ŋ				19101	n a m s u ŋ	n a m s u ŋ
296	wind	wind	Rupa	Rupa		nə-sɔm	n ə + s ɔ m				19101	n ə s ɔ m	n ə - s ɔ m
396	wind	wind	Shergaon	Shergaon		nə-sɔm	n ə + s ɔ m				19101	n ə s ɔ m	n ə - s ɔ m
498	wind	wind	Rahung	Rahung		p-søm	p + s ø m				19101	p s ø m	p - - s ø m
601	wind	wind	Khoitam	Khoitam		ny-sɔm	n y + s ɔ m				19101	n y s ɔ m	n y - s ɔ m
701	wind	wind	Jerigaon	Jerigaon		nə-søn	n ə + s ø n				19101	n ə s ø n	n ə - s ø n
800	wind	wind	Khoina	Khoina		na-søn	n a + s ø n				19101	n a s ø n	n a - s ø n
900	wind	wind	Dikhyang	Dikhyang		haː-saːm	h aː + s aː m				19101	h aː s aː m	h aː - s aː m
990	wind	wind	Singchung	Singchung		ha-sam	h a + s a m				19101	h a s a m	h a - s a m
1079	wind	wind	Wangho	Wangho		ha-sam	h a + s a m				19101	h a s a m	h a - s a m
1170	wind	wind	Bichom	Bichom		a-ʃam	a + ʃ a m				19101	a ʃ a m	- a - ʃ a m
1259	wind	wind	Kaspi	Kaspi		ha-sam	h a + s a m				19101	h a s a m	h a - s a m
1348	wind	wind	Namphri	Namphri		ha-sam	h a + s a m				19101	h a s a m	h a - s a m
1447	wind	wind	Bulu	Bulu		haN-ʃin	h a N/ɴ + ʃ i n				19102	h a N ʃ i n	h a N ʃ - i n
1547	wind	wind	Kojo_Rojo	Kojo Rojo		ha-hɹɨn	h a + h ɹ ɨ n				19102	h a h ɹ ɨ n	h a - h ɹ ɨ n
1645	wind	wind	Rawa	Rawa		ha-hɨn	h a + h ɨ n				19102	h a h ɨ n	h a - h - ɨ n
1744	wind	wind	Saria	Saria		a-huiʔ	a + h ui ʔ				19103	a h ui ʔ	a - h ui ʔ
1844	wind	wind	Chayangtajo	Chayangtajo		aŋ-huiʔ	a ŋ + h ui ʔ				19103	a ŋ h ui ʔ	a ŋ h ui ʔ
1944	wind	wind	Lasumpatte	Lasumpatte		aŋ-huiʔ	a ŋ + h ui ʔ				19103	a ŋ h ui ʔ	a ŋ h ui ʔ
97	wing	wing	Duhumbi	Duhumbi		pɛmpu	p ɛ m p u				19301	p ɛ m p u	p ɛ m p u
197	wing	wing	Khispi	Khispi		ɲuj-pʰa	ɲ u j + pʰ a				19302	ɲ u j pʰ a	ɲ u j pʰ a -
297	wing	wing	Rupa	Rupa		nə-pʰaŋ	n ə + pʰ a ŋ				19302	n ə pʰ a ŋ	n ə - pʰ a ŋ
397	wing	wing	Shergaon	Shergaon		lə-pʰaŋ	l ə + pʰ a ŋ				19302	l ə pʰ a ŋ	l ə - pʰ a ŋ
499	wing	wing	Rahung	Rahung		mə-pʰaŋ	m ə + pʰ a ŋ				19302	m ə pʰ a ŋ	m ə - pʰ a ŋ
602	wing	wing	Khoitam	Khoitam		nə-pʰaŋ	n ə + pʰ a ŋ				19302	n ə pʰ a ŋ	n ə - pʰ a ŋ
702	wing	wing	Jerigaon	Jerigaon		ny-pʰaŋ	n y + pʰ a ŋ				19302	n y pʰ a ŋ	n y - pʰ a ŋ
801	wing	wing	Khoina	Khoina		ny-pʰaŋ	n y + pʰ a ŋ				19302	n y pʰ a ŋ	n y - pʰ a ŋ
901	wing	wing	Dikhyang	Dikhyang		ə-jik	ə + j i k				19303	ə j i k	- ə j i k
1448	wing	wing	Bulu	Bulu		a-ʒuiN	a + ʒ ui N/ɴ				19303	a ʒ ui N	- a ʒ ui N
1548	wing	wing	Kojo_Rojo	Kojo Rojo		a-ʒun	a + ʒ u n				19303	a ʒ u n	- a ʒ u n
1646	wing	wing	Rawa	Rawa		a-zuət	a + z uə t				19303	a z uə t	- a z uə t
1745	wing	wing	Saria	Saria		mə-juiʔ	m ə + j ui ʔ				19303	m ə j ui ʔ	m ə j ui ʔ
1845	wing	wing	Chayangtajo	Chayangtajo		a-juiʔ	a + j ui ʔ				19303	a j ui ʔ	- a j ui ʔ
1945	wing	wing	Lasumpatte	Lasumpatte		a-wiʔ	a + w i ʔ				19304	a w i ʔ	a w i ʔ
98	woman	woman	Duhumbi	Duhumbi		ʥu-mu	dʑ u + m u				19501	ʥ u m u	ʥ u m u
198	woman	woman	Khispi	Khispi		ʥu-mu	dʑ u + m u				19501	ʥ u m u	ʥ u m u
298	woman	woman	Rupa	Rupa		ʥə-my	dʑ ə + m y				19501	ʥ ə m y	ʥ ə m y
398	woman	woman	Shergaon	Shergaon		ʥə-mi	dʑ ə + m i				19501	ʥ ə m i	ʥ ə m i
500	woman	woman	Rahung	Rahung		ʥə-my	dʑ ə + m y				19501	ʥ ə m y	ʥ ə m y
603	woman	woman	Khoitam	Khoitam		ʥə-my	dʑ ə + m y				19501	ʥ ə m y	ʥ ə m y
703	woman	woman	Jerigaon	Jerigaon		ʥə-my	dʑ ə + m y				19501	ʥ ə m y	ʥ ə m y
802	woman	woman	Khoina	Khoina		ʥə-my	dʑ ə + m y				19501	ʥ ə m y	ʥ ə m y
902	woman	woman	Dikhyang	Dikhyang		bə-mi	b ə + m i				19501	b ə m i	b ə m i
991	woman	woman	Singchung	Singchung		di-mi	d i + m i				19501	d i m i	d i m i
1080	woman	woman	Wangho	Wangho		bi-mi	b i + m i				19501	b i m i	b i m i
1171	woman	woman	Bichom	Bichom		bi-mi	b i + m i				19501	b i m i	b i m i
1260	woman	woman	Kaspi	Kaspi		hõa-mu	h õa + m u				19502	h õa m u	h õa m u
1349	woman	woman	Namphri	Namphri		hõa-mua	h õa + m ua				19502	h õa m ua	h õa m ua
1449	woman	woman	Bulu	Bulu		mə-ruː	m ə + r uː				19503	m ə r uː	m ə r uː
1549	woman	woman	Kojo_Rojo	Kojo Rojo		a-mui	a + m ui				19501	a m ui	- a m ui
1647	woman	woman	Rawa	Rawa		a-mui	a + m ui				19501	a m ui	- a m ui
1746	woman	woman	Saria	Saria		a-mui	a + m ui				19501	a m ui	- a m ui
1846	woman	woman	Chayangtajo	Chayangtajo		a-mui	a + m ui				19501	a m ui	- a m ui
1946	woman	woman	Lasumpatte	Lasumpatte		a-mui	a + m ui				19501	a m ui	- a m ui
99	wood	wood	Duhumbi	Duhumbi		ɕiŋ	ɕ i ŋ				19701	ɕ i ŋ	ɕ - i ŋ
199	wood	wood	Khispi	Khispi		hiŋ	h i ŋ				19701	h i ŋ	h - i ŋ
299	wood	wood	Rupa	Rupa		hiŋ	h i ŋ				19701	h i ŋ	h - i ŋ
399	wood	wood	Shergaon	Shergaon		hiŋ	h i ŋ				19701	h i ŋ	h - i ŋ
501	wood	wood	Rahung	Rahung		hiŋ	h i ŋ				19701	h i ŋ	h - i ŋ
604	wood	wood	Khoitam	Khoitam		hiŋ	h i ŋ				19701	h i ŋ	h - i ŋ
704	wood	wood	Jerigaon	Jerigaon		hiŋ	h i ŋ				19701	h i ŋ	h - i ŋ
803	wood	wood	Khoina	Khoina		hiŋ	h i ŋ				19701	h i ŋ	h - i ŋ
903	wood	wood	Dikhyang	Dikhyang		hiŋ	h i ŋ				19701	h i ŋ	h - i ŋ
992	wood	wood	Singchung	Singchung		hiŋ	h i ŋ				19701	h i ŋ	h - i ŋ
1081	wood	wood	Wangho	Wangho		hiŋ	h i ŋ				19701	h i ŋ	h - i ŋ
1172	wood	wood	Bichom	Bichom		hiŋ	h i ŋ				19701	h i ŋ	h - i ŋ
1261	wood	wood	Kaspi	Kaspi		hiŋ	h i ŋ				19701	h i ŋ	h - i ŋ
1350	wood	wood	Namphri	Namphri		hiŋ	h i ŋ				19701	h i ŋ	h - i ŋ
1450	wood	wood	Bulu	Bulu		ʃiN	ʃ i N/ɴ				19701	ʃ i N	ʃ - i N
1550	wood	wood	Kojo_Rojo	Kojo Rojo		hɹɨn	h ɹ ɨ n				19701	h ɹ ɨ n	h ɹ ɨ n
1648	wood	wood	Rawa	Rawa		hɨŋ	h ɨ ŋ				19701	h ɨ ŋ	h - ɨ ŋ
1747	wood	wood	Saria	Saria		hɹiŋ	h ɹ i ŋ				19701	h ɹ i ŋ	h ɹ i ŋ
1847	wood	wood	Chayangtajo	Chayangtajo		hɹeŋ	h ɹ e ŋ				19701	h ɹ e ŋ	h ɹ e ŋ
1947	wood	wood	Lasumpatte	Lasumpatte		hjeŋ	h j e ŋ				19701	h j e ŋ	h j e ŋ
100	yesterday	yesterday	Duhumbi	Duhumbi		dɛj-ju	d ɛ j + j u				19901	d ɛ jj u	d ɛ jj u
200	yesterday	yesterday	Khispi	Khispi		di-ju	d i + j u				19901	d i j u	d i j u
300	yesterday	yesterday	Rupa	Rupa		di-jau	d i + j au				19901	d i j au	d i j au
502	yesterday	yesterday	Rahung	Rahung		ʥɔ-hɔː ~ ʥoː	dʑ ɔ + h ɔː				19901	ʥɔ-hɔː ~ ʥoː	ʥɔ-hɔː ~ ʥoː -
503	yesterday	yesterday	Rahung	Rahung		ʥɔ-hɔː ~ ʥoː	dʑ oː				19901	ʥɔ-hɔː ~ ʥoː	ʥɔ-hɔː ~ ʥoː -
